Cvarians9779	K13953
Cvarians417117	K06277
Cvarians169121	K02320
Cvarians9392	K19539
Cvarians15963	K14621
Cvarians90613	K12823
Cvarians33300	K14213
Cvarians191157	K12890
Cvarians312336	K19525
Cvarians349711	K11422
Cvarians15257	K10393
Cvarians62273	K00261
Cvarians6188	K09478
Cvarians13306	K03030
Cvarians136375	K03246
Cvarians102010	K04079
Cvarians299182	K00966
Cvarians502380	K00507
Cvarians287671	K03671
Cvarians135	K12893
Cvarians149581	K02183
Cvarians2339	K14015
Cvarians96588	K12828
Cvarians230233	K08869
Cvarians169042	K00432
Cvarians166348	K10046
Cvarians123467	K13704
Cvarians12021	K22369
Cvarians355355	K05087
Cvarians47167	K14515
Cvarians133781	K22156
Cvarians412763	K01868
Cvarians83403	K11279
Cvarians3222	K01365
Cvarians3822	K04097
Cvarians225535	K00605
Cvarians36961	K09848
Cvarians28660	K18047
Cvarians11284	K02370
Cvarians28298	K13523
Cvarians31393	K07876
Cvarians295555	K15111
Cvarians33687	K11644
Cvarians244499	K02987
Cvarians34655	K07386
Cvarians12352	K16497
Cvarians97093	K03511
Cvarians245212	K01202
Cvarians61809	K01262
Cvarians37699	K17081
Cvarians302818	K01772
Cvarians83010	K19525
Cvarians10897	K09848
Cvarians35351	K05592
Cvarians142778	K14787
Cvarians39332	K23439
Cvarians317277	K11278
Cvarians403898	K07765
Cvarians292695	K02962
Cvarians187867	K01062
Cvarians136601	K00654
Cvarians19317	K09624
Cvarians242451	K14806
Cvarians19083	K12389
Cvarians7027	K17535
Cvarians8062	K01663
Cvarians411062	K19467
Cvarians3457	K10380
Cvarians9153	K00344
Cvarians37086	K10048
Cvarians105126	K24768
Cvarians168465	K13525
Cvarians8852	K14610
Cvarians144278	K00432
Cvarians87229	K07407
Cvarians18999	K15196
Cvarians16010	K16524
Cvarians56596	K22207
Cvarians5527	K01099
Cvarians427865	K01598
Cvarians175489	K04712
Cvarians406211	K01866
Cvarians178828	K20472
Cvarians474300	K12403
Cvarians53325	K07375
Cvarians11277	K10380
Cvarians86624	K14297
Cvarians357853	K08869
Cvarians42512	K02354
Cvarians93664	K14521
Cvarians39189	K11584
Cvarians96938	K23379
Cvarians5086	K24124
Cvarians43196	K12194
Cvarians16976	K15255
Cvarians23021	K03183
Cvarians877	K02959
Cvarians31076	K01134
Cvarians7032	K02978
Cvarians5538	K24404
Cvarians466573	K15255
Cvarians348147	K01847
Cvarians364727	K04534
Cvarians96980	K01262
Cvarians149702	K07178
Cvarians180596	K09995
Cvarians18133	K06767
Cvarians427850	K18726
Cvarians144907	K05665
Cvarians28286	K13912
Cvarians118651	K05100
Cvarians24477	K02955
Cvarians235167	K08872
Cvarians3336	K21863
Cvarians29098	K22611
Cvarians33272	K04936
Cvarians137449	K06093
Cvarians54415	K01869
Cvarians351880	K02127
Cvarians5166	K07048
Cvarians16781	K06959
Cvarians20721	K02896
Cvarians23749	K00541
Cvarians8728	K10766
Cvarians44598	K12886
Cvarians3172	K17307
Cvarians3185	K03174
Cvarians14627	K09420
Cvarians476650	K03348
Cvarians139804	K18443
Cvarians62717	K13912
Cvarians164811	K11594
Cvarians611	K23714
Cvarians442958	K19945
Cvarians325429	K07515
Cvarians311837	K02021
Cvarians102311	K03644
Cvarians33303	K11540
Cvarians245058	K10704
Cvarians27123	K08443
Cvarians114444	K09113
Cvarians37594	K08876
Cvarians292258	K10226
Cvarians23934	K19942
Cvarians9737	K07880
Cvarians228127	K15192
Cvarians174269	K00953
Cvarians118189	K12184
Cvarians97932	K15308
Cvarians13020	K22615
Cvarians463494	K09577
Cvarians91360	K14454
Cvarians134751	K04628
Cvarians89755	K03469
Cvarians17063	K11647
Cvarians119652	K14802
Cvarians127179	K08300
Cvarians94	K07435
Cvarians10450	K02328
Cvarians8729	K04507
Cvarians7731	K00901
Cvarians10325	K00856
Cvarians2734	K12319
Cvarians81387	K13506
Cvarians21067	K11842
Cvarians28067	K01285
Cvarians13898	K10589
Cvarians311553	K08489
Cvarians75401	K24317
Cvarians96322	K23901
Cvarians10707	K01805
Cvarians475954	K02603
Cvarians279961	K14554
Cvarians195605	K11252
Cvarians142764	K03128
Cvarians166787	K06233
Cvarians17110	K10380
Cvarians10047	K11275
Cvarians86686	K09493
Cvarians499144	K00616
Cvarians417153	K08021
Cvarians411347	K04043
Cvarians125610	K03781
Cvarians47555	K06619
Cvarians4479	K10380
Cvarians15138	K09420
Cvarians90098	K01074
Cvarians132901	K13366
Cvarians67400	K04043
Cvarians6559	K05114
Cvarians87575	K09554
Cvarians100137	K11990
Cvarians348686	K04097
Cvarians7399	K00088
Cvarians150820	K10751
Cvarians32508	K07440
Cvarians487291	K13207
Cvarians14546	K09572
Cvarians10736	K08735
Cvarians130860	K05128
Cvarians107835	K12311
Cvarians100983	K16343
Cvarians136527	K16669
Cvarians6692	K10277
Cvarians71468	K03522
Cvarians5445	K06128
Cvarians69845	K06758
Cvarians111532	K05768
Cvarians2516	K07893
Cvarians232118	K10949
Cvarians75443	K17866
Cvarians371374	K21444
Cvarians38967	K13783
Cvarians341741	K15323
Cvarians26128	K23937
Cvarians8663	K06230
Cvarians187439	K12606
Cvarians23455	K01487
Cvarians131690	K04739
Cvarians128522	K02154
Cvarians48797	K03183
Cvarians66675	K22073
Cvarians38384	K00908
Cvarians10343	K03174
Cvarians257166	K24419
Cvarians226564	K07874
Cvarians294092	K04393
Cvarians7230	K16677
Cvarians422284	K11517
Cvarians105132	K12855
Cvarians37618	K01613
Cvarians450349	K04560
Cvarians343119	K24350
Cvarians71636	K03544
Cvarians183442	K20877
Cvarians16777	K06768
Cvarians424200	K11308
Cvarians409056	K15979
Cvarians532	K03768
Cvarians180529	K19721
Cvarians107848	K06636
Cvarians409432	K01027
Cvarians378800	K08065
Cvarians5520	K15920
Cvarians151559	K03251
Cvarians265634	K09864
Cvarians31690	K03032
Cvarians1606	K11204
Cvarians988	K09234
Cvarians83540	K14009
Cvarians683	K04439
Cvarians20394	K14785
Cvarians33359	K00934
Cvarians9642	K23437
Cvarians10935	K11498
Cvarians284829	K19681
Cvarians6289	K15255
Cvarians83327	K19041
Cvarians237928	K03173
Cvarians4082	K11344
Cvarians19546	K22614
Cvarians486356	K04799
Cvarians47637	K14772
Cvarians76754	K05768
Cvarians12979	K10380
Cvarians28049	K16726
Cvarians38527	K04512
Cvarians38556	K03935
Cvarians107078	K04718
Cvarians182834	K00830
Cvarians280341	K06630
Cvarians464807	K00503
Cvarians3556	K09048
Cvarians417666	K12586
Cvarians229568	K11592
Cvarians67752	K04550
Cvarians966	K14838
Cvarians54976	K09142
Cvarians385677	K20352
Cvarians17687	K10591
Cvarians108710	K19511
Cvarians79816	K00128
Cvarians17832	K20305
Cvarians134423	K24727
Cvarians1767	K20967
Cvarians1620	K08823
Cvarians170499	K10406
Cvarians186010	K25358
Cvarians466575	K10865
Cvarians153916	K23339
Cvarians81531	K09105
Cvarians65022	K02947
Cvarians413403	K02115
Cvarians353222	K00511
Cvarians18924	K01304
Cvarians32462	K00566
Cvarians98460	K07876
Cvarians110828	K07830
Cvarians104623	K01365
Cvarians47672	K05657
Cvarians96266	K01756
Cvarians45852	K21456
Cvarians182913	K03111
Cvarians126638	K05610
Cvarians79725	K02865
Cvarians96010	K06685
Cvarians19622	K07497
Cvarians292959	K07293
Cvarians162374	K03686
Cvarians36821	K16726
Cvarians98639	K22754
Cvarians29730	K10249
Cvarians96797	K03935
Cvarians419307	K21772
Cvarians187704	K14411
Cvarians9544	K09485
Cvarians83558	K14284
Cvarians353476	K11593
Cvarians38482	K03236
Cvarians24269	K14774
Cvarians459309	K06252
Cvarians455108	K10352
Cvarians34924	K16506
Cvarians93143	K11844
Cvarians280542	K19513
Cvarians464148	K07893
Cvarians291469	K24721
Cvarians90536	K05015
Cvarians60418	K19511
Cvarians117904	K09189
Cvarians95533	K00507
Cvarians70818	K08009
Cvarians322621	K22366
Cvarians1762	K13219
Cvarians101077	K03006
Cvarians41185	K08770
Cvarians21699	K08463
Cvarians30450	K11153
Cvarians24443	K12858
Cvarians107937	K18733
Cvarians482931	K04456
Cvarians61699	K09498
Cvarians48272	K18032
Cvarians463154	K00681
Cvarians21653	K02998
Cvarians25949	K23379
Cvarians476622	K07917
Cvarians106074	K01892
Cvarians61113	K10165
Cvarians105094	K03231
Cvarians463560	K14848
Cvarians110608	K03260
Cvarians356071	K23922
Cvarians358271	K00627
Cvarians55044	K17341
Cvarians97265	K02112
Cvarians5805	K08439
Cvarians465556	K12667
Cvarians21803	K08770
Cvarians6449	K00326
Cvarians7181	K22377
Cvarians186792	K01082
Cvarians14543	K09881
Cvarians119235	K01902
Cvarians18074	K00033
Cvarians84360	K07561
Cvarians187124	K15113
Cvarians481255	K12376
Cvarians70930	K02132
Cvarians10222	K00289
Cvarians66059	K02882
Cvarians14840	K15447
Cvarians34042	K01889
Cvarians152169	K01938
Cvarians17299	K20279
Cvarians6715	K08844
Cvarians268979	K11097
Cvarians154366	K05768
Cvarians30609	K12757
Cvarians305528	K13411
Cvarians25860	K16196
Cvarians224152	K01382
Cvarians128654	K18655
Cvarians197610	K02727
Cvarians124435	K02984
Cvarians28231	K05695
Cvarians3513	K05122
Cvarians403881	K24770
Cvarians344654	K06069
Cvarians16828	K05016
Cvarians288750	K01196
Cvarians308801	K06630
Cvarians198410	K02865
Cvarians11938	K10579
Cvarians38969	K18711
Cvarians44947	K05725
Cvarians118376	K00058
Cvarians6572	K15109
Cvarians495667	K07151
Cvarians399	K02149
Cvarians76846	K05546
Cvarians311532	K13089
Cvarians14487	K08889
Cvarians2862	K12655
Cvarians399831	K20223
Cvarians63696	K07393
Cvarians61083	K13151
Cvarians464673	K00541
Cvarians315344	K01754
Cvarians68	K14216
Cvarians414449	K12795
Cvarians2240	K04456
Cvarians34270	K15103
Cvarians471605	K05757
Cvarians23663	K11431
Cvarians26988	K08767
Cvarians7748	K22555
Cvarians352149	K23490
Cvarians76785	K24523
Cvarians16323	K00106
Cvarians103757	K10571
Cvarians307484	K14288
Cvarians2137	K00507
Cvarians49006	K03240
Cvarians127703	K05126
Cvarians81453	K09419
Cvarians168723	K03106
Cvarians282757	K24939
Cvarians32732	K22614
Cvarians477622	K02265
Cvarians8016	K20072
Cvarians295501	K00856
Cvarians4186	K00565
Cvarians376800	K22125
Cvarians87162	K17341
Cvarians200693	K08794
Cvarians28311	K15042
Cvarians399402	K05850
Cvarians55793	K07497
Cvarians97550	K10610
Cvarians302665	K02136
Cvarians512	K12619
Cvarians310935	K15028
Cvarians24308	K03963
Cvarians246504	K05850
Cvarians4849	K02154
Cvarians281701	K16914
Cvarians167463	K15258
Cvarians22343	K24470
Cvarians127130	K03841
Cvarians12454	K04615
Cvarians14837	K05658
Cvarians53214	K15306
Cvarians37441	K01254
Cvarians89408	K13912
Cvarians5020	K10276
Cvarians11519	K23490
Cvarians143172	K09210
Cvarians399447	K18914
Cvarians5657	K07925
Cvarians21070	K16726
Cvarians282492	K18438
Cvarians1646	K12460
Cvarians172480	K14815
Cvarians11319	K16533
Cvarians15528	K18466
Cvarians16637	K08601
Cvarians12965	K03695
Cvarians491880	K20106
Cvarians173090	K21890
Cvarians1669	K02147
Cvarians205635	K18204
Cvarians60618	K04079
Cvarians3976	K07874
Cvarians21014	K19511
Cvarians43049	K03231
Cvarians25451	K00522
Cvarians44759	K24762
Cvarians104723	K00522
Cvarians43771	K15109
Cvarians1063	K02677
Cvarians7420	K10380
Cvarians180207	K01868
Cvarians7982	K20315
Cvarians130758	K23957
Cvarians177824	K01365
Cvarians17060	K24979
Cvarians35398	K13126
Cvarians480805	K03355
Cvarians282047	K11600
Cvarians61474	K10610
Cvarians6516	K10661
Cvarians17765	K05665
Cvarians158154	K23901
Cvarians2347	K12164
Cvarians4543	K10165
Cvarians411041	K03006
Cvarians70396	K15172
Cvarians348969	K13519
Cvarians2613	K14816
Cvarians4706	K06110
Cvarians467373	K04498
Cvarians149220	K13886
Cvarians171334	K03032
Cvarians79240	K05657
Cvarians130956	K15128
Cvarians86688	K18442
Cvarians39608	K02960
Cvarians225677	K22503
Cvarians18579	K10420
Cvarians5426	K03065
Cvarians25811	K17307
Cvarians175981	K13667
Cvarians30651	K10380
Cvarians95481	K20223
Cvarians40568	K05658
Cvarians464868	K13348
Cvarians5952	K01599
Cvarians290210	K13350
Cvarians491850	K12860
Cvarians239013	K15335
Cvarians200611	K19944
Cvarians407986	K05758
Cvarians166790	K08515
Cvarians10353	K13114
Cvarians61608	K05100
Cvarians113229	K14326
Cvarians46072	K11849
Cvarians15461	K03654
Cvarians105427	K24720
Cvarians118853	K10610
Cvarians225895	K05606
Cvarians56994	K19283
Cvarians73287	K00864
Cvarians222730	K01893
Cvarians349770	K16798
Cvarians51038	K12132
Cvarians283820	K22762
Cvarians164533	K21440
Cvarians4696	K15115
Cvarians233801	K10595
Cvarians55659	K02877
Cvarians196377	K08967
Cvarians350477	K22747
Cvarians66619	K02180
Cvarians132398	K00541
Cvarians10465	K03234
Cvarians379863	K06670
Cvarians169847	K08057
Cvarians65042	K03781
Cvarians417552	K23565
Cvarians93974	K14544
Cvarians284179	K06943
Cvarians157030	K20196
Cvarians361106	K19513
Cvarians72224	K12813
Cvarians188851	K12236
Cvarians230718	K03232
Cvarians288634	K00683
Cvarians44936	K08874
Cvarians17007	K05695
Cvarians64762	K01687
Cvarians172466	K17341
Cvarians229939	K24470
Cvarians73613	K09624
Cvarians12542	K00213
Cvarians78987	K05917
Cvarians21573	K01858
Cvarians38251	K17583
Cvarians7686	K13089
Cvarians54021	K02219
Cvarians13097	K14454
Cvarians118094	K11541
Cvarians343885	K09314
Cvarians20598	K17307
Cvarians469002	K11187
Cvarians6659	K17591
Cvarians52234	K04734
Cvarians75154	K05695
Cvarians73652	K15728
Cvarians102492	K00161
Cvarians249679	K17099
Cvarians4243	K01738
Cvarians461308	K01870
Cvarians280448	K12882
Cvarians3123	K21424
Cvarians425292	K05673
Cvarians36982	K01001
Cvarians57062	K08874
Cvarians20174	K04079
Cvarians416760	K03686
Cvarians19798	K01307
Cvarians111618	K11155
Cvarians304638	K12854
Cvarians16980	K18911
Cvarians39072	K20120
Cvarians29350	K05100
Cvarians174810	K08738
Cvarians465577	K09414
Cvarians157705	K00615
Cvarians491	K19947
Cvarians491838	K03952
Cvarians121682	K03265
Cvarians77216	K03083
Cvarians121739	K00868
Cvarians12754	K09624
Cvarians307753	K02731
Cvarians166123	K06685
Cvarians135613	K18439
Cvarians164802	K12350
Cvarians88270	K10862
Cvarians23539	K01349
Cvarians78173	K15279
Cvarians52658	K13210
Cvarians177059	K22401
Cvarians19102	K14288
Cvarians158791	K04646
Cvarians18854	K15156
Cvarians83418	K12858
Cvarians181108	K11592
Cvarians478184	K10643
Cvarians54897	K05236
Cvarians170220	K02930
Cvarians459806	K12844
Cvarians3267	K02219
Cvarians150671	K10408
Cvarians13740	K24971
Cvarians183983	K02966
Cvarians195585	K09651
Cvarians77377	K09490
Cvarians223086	K02942
Cvarians55655	K08892
Cvarians425614	K13366
Cvarians460393	K10632
Cvarians1696	K14320
Cvarians161430	K17535
Cvarians7237	K17266
Cvarians98570	K05868
Cvarians129705	K14569
Cvarians35261	K02984
Cvarians2698	K00637
Cvarians233258	K11321
Cvarians10720	K14308
Cvarians145149	K02136
Cvarians3529	K06065
Cvarians379575	K10330
Cvarians67441	K02324
Cvarians348668	K09502
Cvarians163706	K12823
Cvarians5649	K14026
Cvarians4086	K21952
Cvarians186647	K12875
Cvarians4999	K10638
Cvarians117287	K18410
Cvarians41936	K04615
Cvarians19018	K02180
Cvarians22056	K15633
Cvarians13028	K04430
Cvarians115049	K03767
Cvarians23975	K10380
Cvarians53000	K09420
Cvarians51414	K05692
Cvarians148119	K02987
Cvarians139884	K03936
Cvarians112582	K12580
Cvarians42205	K04427
Cvarians4826	K08010
Cvarians134998	K17497
Cvarians473794	K00922
Cvarians5710	K20166
Cvarians160374	K00856
Cvarians418399	K18040
Cvarians40104	K14437
Cvarians82532	K08056
Cvarians6741	K23334
Cvarians26676	K13937
Cvarians226888	K00541
Cvarians399496	K20347
Cvarians62936	K03937
Cvarians172569	K24228
Cvarians111800	K12348
Cvarians9014	K03283
Cvarians39345	K18763
Cvarians238159	K05658
Cvarians32229	K04409
Cvarians14711	K02927
Cvarians350253	K01961
Cvarians116825	K01342
Cvarians23494	K02328
Cvarians5843	K00382
Cvarians224662	K15423
Cvarians118235	K01365
Cvarians13138	K00463
Cvarians402858	K04646
Cvarians371748	K02988
Cvarians16314	K13912
Cvarians4808	K02084
Cvarians114263	K03065
Cvarians179339	K04534
Cvarians472782	K10587
Cvarians6150	K17496
Cvarians116569	K02993
Cvarians573	K01895
Cvarians182906	K03495
Cvarians15526	K05110
Cvarians192260	K17550
Cvarians413745	K09560
Cvarians133757	K02156
Cvarians34363	K04615
Cvarians25263	K10165
Cvarians87965	K03231
Cvarians167071	K12819
Cvarians235941	K02150
Cvarians342270	K04077
Cvarians4830	K23902
Cvarians57047	K04409
Cvarians343263	K23569
Cvarians470760	K21847
Cvarians474995	K15103
Cvarians461961	K01902
Cvarians124461	K00967
Cvarians90687	K00927
Cvarians103705	K09495
Cvarians372724	K02985
Cvarians31308	K09206
Cvarians106196	K08876
Cvarians4773	K23893
Cvarians31244	K20899
Cvarians406294	K06072
Cvarians342597	K21440
Cvarians4417	K09663
Cvarians292506	K01074
Cvarians139221	K01519
Cvarians131356	K02105
Cvarians400441	K01681
Cvarians3003	K00001
Cvarians292907	K11252
Cvarians50200	K00927
Cvarians86535	K09276
Cvarians62260	K13210
Cvarians353174	K07748
Cvarians9221	K20776
Cvarians7577	K20162
Cvarians18984	K04592
Cvarians12302	K07910
Cvarians21963	K14572
Cvarians86094	K07889
Cvarians169585	K01255
Cvarians43417	K24637
Cvarians28000	K07827
Cvarians4250	K11315
Cvarians380670	K02256
Cvarians300857	K10380
Cvarians16625	K09552
Cvarians438097	K12845
Cvarians56716	K10577
Cvarians120706	K03783
Cvarians136421	K08855
Cvarians429804	K17732
Cvarians38238	K24887
Cvarians51193	K23342
Cvarians14005	K11322
Cvarians44814	K14753
Cvarians16579	K00948
Cvarians179916	K10466
Cvarians1277	K18752
Cvarians182838	K01279
Cvarians83753	K19199
Cvarians976	K22610
Cvarians16154	K05703
Cvarians23820	K07494
Cvarians6892	K17260
Cvarians7470	K10203
Cvarians2476	K23342
Cvarians420669	K14794
Cvarians793	K11306
Cvarians223524	K13566
Cvarians9500	K05605
Cvarians229876	K01563
Cvarians366393	K02991
Cvarians85164	K10380
Cvarians302863	K07936
Cvarians3167	K01897
Cvarians47942	K12132
Cvarians232538	K02219
Cvarians357720	K03392
Cvarians88425	K01915
Cvarians34780	K03798
Cvarians57008	K12872
Cvarians102451	K07936
Cvarians333299	K04405
Cvarians141378	K06942
Cvarians68583	K13154
Cvarians27460	K14765
Cvarians58907	K11434
Cvarians19284	K10611
Cvarians17132	K20280
Cvarians118509	K14855
Cvarians7269	K15148
Cvarians184353	K02981
Cvarians306408	K14554
Cvarians342423	K01530
Cvarians78519	K06665
Cvarians85214	K10728
Cvarians90658	K24353
Cvarians400179	K01681
Cvarians19498	K23424
Cvarians110590	K04534
Cvarians18117	K03783
Cvarians18373	K02337
Cvarians105824	K02726
Cvarians23793	K05110
Cvarians32029	K02938
Cvarians64886	K02208
Cvarians490350	K01539
Cvarians11331	K16569
Cvarians231296	K10406
Cvarians14990	K09848
Cvarians344965	K14401
Cvarians69061	K10686
Cvarians94144	K01647
Cvarians173293	K18423
Cvarians392403	K03061
Cvarians428	K10380
Cvarians66028	K04075
Cvarians87469	K20291
Cvarians14056	K10754
Cvarians12446	K00613
Cvarians232168	K04600
Cvarians205942	K12158
Cvarians71255	K08864
Cvarians17347	K16726
Cvarians60802	K05681
Cvarians17671	K16911
Cvarians431050	K10842
Cvarians6961	K13720
Cvarians341023	K03654
Cvarians93227	K04079
Cvarians80120	K04043
Cvarians153128	K03174
Cvarians55833	K04097
Cvarians93569	K09207
Cvarians75754	K02183
Cvarians134405	K01338
Cvarians2394	K12559
Cvarians417664	K11293
Cvarians479160	K09580
Cvarians80347	K16726
Cvarians542	K08110
Cvarians105549	K12175
Cvarians362687	K20472
Cvarians143595	K18273
Cvarians491750	K14947
Cvarians438901	K18655
Cvarians29740	K01493
Cvarians26352	K01365
Cvarians22283	K03341
Cvarians174609	K06237
Cvarians4699	K12132
Cvarians5942	K12460
Cvarians3563	K17689
Cvarians139592	K01966
Cvarians36503	K05236
Cvarians288608	K10575
Cvarians19935	K15837
Cvarians41199	K23342
Cvarians113655	K18460
Cvarians232925	K24420
Cvarians359735	K02949
Cvarians489236	K14821
Cvarians48486	K13989
Cvarians415221	K00281
Cvarians99281	K14327
Cvarians9547	K09188
Cvarians369348	K09533
Cvarians23095	K01299
Cvarians150654	K02910
Cvarians17176	K24175
Cvarians140435	K09496
Cvarians36989	K04042
Cvarians293376	K00382
Cvarians16898	K12858
Cvarians98281	K11664
Cvarians7400	K22764
Cvarians124313	K14379
Cvarians144932	K16276
Cvarians176162	K02868
Cvarians155864	K24047
Cvarians166900	K03687
Cvarians150467	K04515
Cvarians251881	K05695
Cvarians47929	K04079
Cvarians82490	K09582
Cvarians56509	K03032
Cvarians58333	K04371
Cvarians83618	K04646
Cvarians67660	K22615
Cvarians32724	K17081
Cvarians25993	K23344
Cvarians187161	K02876
Cvarians53588	K15102
Cvarians124882	K13517
Cvarians96156	K05592
Cvarians66809	K12823
Cvarians24661	K23336
Cvarians71741	K09849
Cvarians15625	K00413
Cvarians95272	K11584
Cvarians423	K14400
Cvarians437854	K16610
Cvarians43477	K04393
Cvarians180553	K00451
Cvarians59741	K02934
Cvarians25495	K08106
Cvarians672	K06777
Cvarians108299	K06545
Cvarians343350	K17497
Cvarians473042	K11187
Cvarians74376	K07375
Cvarians43022	K13212
Cvarians15448	K25168
Cvarians65604	K10380
Cvarians41164	K13606
Cvarians99213	K09497
Cvarians23532	K14376
Cvarians7604	K20284
Cvarians64000	K08864
Cvarians290839	K17498
Cvarians4590	K14328
Cvarians34619	K00511
Cvarians236294	K03671
Cvarians61437	K12670
Cvarians313390	K01065
Cvarians8804	K21440
Cvarians320966	K17751
Cvarians1942	K08515
Cvarians11981	K16803
Cvarians471839	K07511
Cvarians19461	K07151
Cvarians346104	K24990
Cvarians355285	K01070
Cvarians43981	K24469
Cvarians467595	K06965
Cvarians1357	K13524
Cvarians189713	K01054
Cvarians29258	K08848
Cvarians414113	K14004
Cvarians418736	K15296
Cvarians356145	K09583
Cvarians134611	K13448
Cvarians16184	K13990
Cvarians407962	K11842
Cvarians343082	K08568
Cvarians406465	K12879
Cvarians68712	K03946
Cvarians101999	K06147
Cvarians15851	K15111
Cvarians29547	K16603
Cvarians1663	K01965
Cvarians237919	K12177
Cvarians79139	K04649
Cvarians409248	K10133
Cvarians21914	K16506
Cvarians16169	K17543
Cvarians484195	K14320
Cvarians82422	K11147
Cvarians103650	K12619
Cvarians81918	K11969
Cvarians14106	K13912
Cvarians11501	K18081
Cvarians156123	K05681
Cvarians118798	K16803
Cvarians8334	K04505
Cvarians399637	K23902
Cvarians124921	K19584
Cvarians386090	K08872
Cvarians222204	K09848
Cvarians37134	K13348
Cvarians192658	K11592
Cvarians3027	K15013
Cvarians326741	K12757
Cvarians177397	K13096
Cvarians346639	K09553
Cvarians342102	K09254
Cvarians6094	K06768
Cvarians7245	K24068
Cvarians74126	K09408
Cvarians362776	K02602
Cvarians484041	K13649
Cvarians28328	K03348
Cvarians28243	K12132
Cvarians35135	K20160
Cvarians245708	K18470
Cvarians296684	K09574
Cvarians66730	K07904
Cvarians419648	K11273
Cvarians55222	K11308
Cvarians368424	K04364
Cvarians73845	K12820
Cvarians289397	K19998
Cvarians69583	K01537
Cvarians15384	K03155
Cvarians479031	K01868
Cvarians463529	K22182
Cvarians72729	K01265
Cvarians17691	K03032
Cvarians187905	K08796
Cvarians66148	K02206
Cvarians37244	K04615
Cvarians293696	K03031
Cvarians400308	K02969
Cvarians15591	K09848
Cvarians45821	K02876
Cvarians13240	K16471
Cvarians25799	K05016
Cvarians77609	K02541
Cvarians357714	K03831
Cvarians6224	K01866
Cvarians200965	K13148
Cvarians54878	K19511
Cvarians422201	K05619
Cvarians9518	K13278
Cvarians4121	K08810
Cvarians414713	K10798
Cvarians184958	K17868
Cvarians147808	K14777
Cvarians87457	K08833
Cvarians1768	K06754
Cvarians4577	K13912
Cvarians57906	K05658
Cvarians41592	K13912
Cvarians229466	K12893
Cvarians416182	K17689
Cvarians91545	K10271
Cvarians53636	K24747
Cvarians1713	K10104
Cvarians12093	K07497
Cvarians80479	K17560
Cvarians163170	K06639
Cvarians26642	K06174
Cvarians47933	K03648
Cvarians298773	K24687
Cvarians135922	K08076
Cvarians283895	K21768
Cvarians66422	K09580
Cvarians240223	K01958
Cvarians352372	K01697
Cvarians25152	K05105
Cvarians62270	K17065
Cvarians304588	K06063
Cvarians117684	K15362
Cvarians44690	K23424
Cvarians109356	K02989
Cvarians413268	K02873
Cvarians9789	K04527
Cvarians903	K02955
Cvarians30374	K25536
Cvarians483000	K17086
Cvarians8503	K23387
Cvarians180936	K09583
Cvarians45313	K14521
Cvarians20184	K11279
Cvarians6257	K14306
Cvarians78954	K15710
Cvarians65640	K03671
Cvarians465051	K02882
Cvarians463694	K09645
Cvarians350358	K13106
Cvarians56638	K13275
Cvarians2828	K16573
Cvarians6603	K13912
Cvarians146652	K05699
Cvarians220520	K00548
Cvarians3266	K14703
Cvarians32485	K00280
Cvarians76696	K09848
Cvarians288529	K01892
Cvarians188995	K20301
Cvarians5791	K20474
Cvarians3320	K14574
Cvarians9814	K23868
Cvarians402982	K00773
Cvarians368283	K06685
Cvarians7465	K01763
Cvarians53630	K04043
Cvarians413954	K03456
Cvarians52857	K02971
Cvarians3693	K01251
Cvarians21186	K03083
Cvarians8812	K02085
Cvarians305058	K05857
Cvarians250238	K13293
Cvarians19872	K01886
Cvarians109125	K00477
Cvarians9169	K20045
Cvarians6036	K15433
Cvarians295850	K13342
Cvarians363654	K09533
Cvarians2620	K01354
Cvarians15482	K07298
Cvarians34274	K02983
Cvarians29121	K15279
Cvarians119775	K00030
Cvarians25641	K04609
Cvarians59621	K01869
Cvarians17159	K19613
Cvarians17963	K04615
Cvarians6690	K05117
Cvarians16052	K07293
Cvarians99471	K05849
Cvarians86096	K00773
Cvarians82488	K00844
Cvarians3257	K05125
Cvarians90572	K05853
Cvarians220705	K03686
Cvarians464622	K00962
Cvarians105253	K04560
Cvarians10435	K05849
Cvarians8656	K18041
Cvarians287944	K17751
Cvarians64066	K14573
Cvarians13676	K10773
Cvarians40148	K00106
Cvarians65962	K01011
Cvarians231234	K01204
Cvarians129264	K01365
Cvarians352284	K03105
Cvarians112712	K13207
Cvarians159925	K05673
Cvarians136324	K03134
Cvarians8205	K09935
Cvarians3616	K24332
Cvarians70800	K14381
Cvarians5104	K16667
Cvarians12197	K06875
Cvarians362196	K03845
Cvarians470759	K08009
Cvarians64749	K14963
Cvarians499389	K17083
Cvarians473206	K03022
Cvarians175194	K04409
Cvarians188681	K02738
Cvarians8997	K03595
Cvarians130864	K16732
Cvarians292706	K04469
Cvarians42412	K22754
Cvarians85348	K12602
Cvarians353301	K25442
Cvarians64169	K00232
Cvarians71514	K07375
Cvarians8264	K06961
Cvarians72232	K17261
Cvarians15695	K04523
Cvarians16266	K02729
Cvarians21827	K10380
Cvarians56194	K08024
Cvarians255091	K20361
Cvarians61871	K10457
Cvarians175248	K15979
Cvarians369434	K24936
Cvarians472046	K01641
Cvarians18242	K11648
Cvarians62310	K10348
Cvarians6790	K15456
Cvarians353656	K02146
Cvarians412197	K05970
Cvarians155951	K03768
Cvarians692	K09593
