Gerakladium197880	belongs to the protein kinase superfamily
Gerakladium168630	DnaJ molecular chaperone homology domain
Gerakladium89935	Responsible for synthesis of pseudouridine from uracil
Gerakladium190919	zinc finger (CCCH type)
Gerakladium155942	D-isomer specific 2-hydroxyacid dehydrogenase
Gerakladium8122	Domain of unknown function (DUF2828)
Gerakladium191690	Phytanoyl-CoA dioxygenase (PhyH)
Gerakladium207713	protein kinase activity
Gerakladium13960	Thaumatin family
Gerakladium158733	erythrocyte development
Gerakladium150962	Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate- limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth. Could also have a single-stranded nucleic acid-binding activity and could play a role in RNA and or DNA metabolism. It may also have a role in the development of malignancy and the growth progression of some tumors
Gerakladium148826	regulation of tocopherol cyclase activity
Gerakladium167880	transport
Gerakladium61231	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family
Gerakladium129658	Deoxynucleoside triphosphate triphosphohydrolase
Gerakladium11857	Centrosomal protein
Gerakladium1043	Alpha-kinase family
Gerakladium13500	ribosomal protein L40
Gerakladium80202	-
Gerakladium149116	Serine threonine-protein kinase PLK4
Gerakladium112786	sulfuric ester hydrolase activity
Gerakladium186621	Peptidase family C69
Gerakladium76074	reductase
Gerakladium187747	Uncharacterized protein conserved in bacteria (DUF2135)
Gerakladium10011	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
Gerakladium70618	Belongs to the cytochrome b5 family
Gerakladium205135	Required for maturation of urease via the functional incorporation of the urease nickel metallocenter
Gerakladium215541	Belongs to the small GTPase superfamily. SAR1 family
Gerakladium170418	Ring finger domain
Gerakladium59343	Protein of unknown function (DUF2499)
Gerakladium133157	glutathione transferase activity
Gerakladium14495	fructose-bisphosphate aldolase activity
Gerakladium170658	2OG-Fe(II) oxygenase
Gerakladium371	cysteine-type peptidase activity
Gerakladium206349	antiporter activity
Gerakladium34929	oxidoreductase activity, acting on superoxide radicals as acceptor
Gerakladium3747	Peptidase C26
Gerakladium187158	Amidase
Gerakladium124438	Methylates the class 1 translation termination release factors RF1 PrfA and RF2 PrfB on the glutamine residue of the universally conserved GGQ motif
Gerakladium185117	Belongs to the protein kinase superfamily
Gerakladium2160	protein disulfide oxidoreductase activity
Gerakladium194262	Pseudouridine synthase
Gerakladium19336	Ecdysteroid kinase
Gerakladium115288	Belongs to the short-chain dehydrogenases reductases (SDR) family
Gerakladium155335	Macrocin-O-methyltransferase (TylF)
Gerakladium136861	fatty acid elongation, saturated fatty acid
Gerakladium175061	Ring finger protein 11
Gerakladium191378	Photosystem II 12 kDa extrinsic protein (PsbU)
Gerakladium2486	voltage-gated potassium channel activity
Gerakladium74042	N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity
Gerakladium43732	phosphoglycerate kinase activity
Gerakladium68847	reductase small
Gerakladium159699	Links covalently the heme group to the apoprotein of cytochrome c
Gerakladium10930	RNA recognition motif 2
Gerakladium913	phosphatase
Gerakladium19661	Adenylyl- / guanylyl cyclase, catalytic domain
Gerakladium22855	Pentacotripeptide-repeat region of PRORP
Gerakladium131436	protein transport
Gerakladium3396	Vacuolar ATP synthase subunit D
Gerakladium151111	thiol-dependent ubiquitin-specific protease activity
Gerakladium168300	DNA-(apurinic or apyrimidinic site) lyase
Gerakladium123498	Belongs to the ClpA ClpB family
Gerakladium189907	Trypsin
Gerakladium187609	HEAT-like repeat
Gerakladium2040	ATPase activity, coupled to transmembrane movement of substances
Gerakladium215942	ribonucleoside-diphosphate reductase activity
Gerakladium15096	TPR repeat
Gerakladium169452	methyltransferase activity
Gerakladium169205	PFAM Alpha beta hydrolase fold-3 domain protein
Gerakladium2975	Acetyl-CoA carboxylase, central region
Gerakladium156000	Exosome complex exonuclease RRP4 N-terminal region
Gerakladium132744	-
Gerakladium12732	RNA-binding protein mei2 homologue
Gerakladium186633	Adenylate and guanylate cyclase catalytic domain-containing protein
Gerakladium42632	Required for the assembly and or stability of the 40S ribosomal subunit. Required for the processing of the 20S rRNA- precursor to mature 18S rRNA in a late step of the maturation of 40S ribosomal subunits
Gerakladium13661	Chlorophyll A-B binding protein
Gerakladium155830	ubiquitin-protein transferase activity
Gerakladium112106	Belongs to the fatty acid desaturase type 1 family
Gerakladium70715	pyruvate dehydrogenase (acetyl-transferring) kinase activity
Gerakladium206945	Serine threonine-protein kinase ULK3
Gerakladium57606	amino acid adenylation domain protein
Gerakladium30774	Polygalacturonase
Gerakladium205110	Dynein light chain
Gerakladium172289	ATP binding to DnaK triggers the release of the substrate protein, thus completing the reaction cycle. Several rounds of ATP-dependent interactions between DnaJ, DnaK and GrpE are required for fully efficient folding. Also involved, together with DnaK and GrpE, in the DNA replication of plasmids through activation of initiation proteins
Gerakladium186188	p25-alpha
Gerakladium149590	Catalyzes the S-adenosyl-L-methionine-dependent formation of N(1)-methyladenine at position 58 (m1A58) in tRNA
Gerakladium106621	ATPase activity
Gerakladium131763	transporter
Gerakladium37558	RNA uridylyltransferase activity
Gerakladium111508	Cystathionine
Gerakladium10753	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 4 (Hu antigen D)
Gerakladium185355	Phytochelatin synthase
Gerakladium150206	peptidyl-lysine monomethylation
Gerakladium111668	catalase activity
Gerakladium14114	Type I fatty acid synthase
Gerakladium168274	Vitamin B6 photo-protection and homoeostasis
Gerakladium175613	NADPH-dependent FMN reductase
Gerakladium211662	Rab subfamily of small GTPases
Gerakladium17585	phosphoglycerate kinase activity
Gerakladium113423	protein-cysteine S-palmitoyltransferase activity
Gerakladium131672	TAP-like protein
Gerakladium60190	Pre-mRNA splicing factor PRP21 like protein
Gerakladium28184	Eukaryotic translation elongation factor 1 alpha
Gerakladium15872	Belongs to the protein kinase superfamily
Gerakladium24091	Glucokinase
Gerakladium205520	TatD related DNase
Gerakladium167565	alpha-ketoacid dehydrogenase activity
Gerakladium175605	Peptidase family S49 N-terminal
Gerakladium115929	water channel activity
Gerakladium2023	RNA recognition motif 2
Gerakladium10897	Belongs to the DEAD box helicase family
Gerakladium212592	Ammonium Transporter Family
Gerakladium75207	Hsp90 protein
Gerakladium207319	homoserine O-acetyltransferase
Gerakladium189430	PCI domain-containing protein 2
Gerakladium76299	Cobalamin synthesis protein cobW C-terminal domain
Gerakladium29967	calcium ion export across plasma membrane
Gerakladium23350	peptidyl-prolyl cis-trans isomerase activity
Gerakladium172748	mitogen-activated protein kinase
Gerakladium157218	ALA-Interacting Subunit
Gerakladium88929	Ferredoxin--NADP reductase
Gerakladium48975	molybdate ion transmembrane transporter activity
Gerakladium207001	Belongs to the heat shock protein 70 family
Gerakladium5344	Glycosyl hydrolase family 3 N terminal domain
Gerakladium53061	peptidyl-prolyl cis-trans isomerase activity
Gerakladium150654	Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides
Gerakladium3345	Glycosyltransferase sugar-binding region containing DXD motif
Gerakladium194328	Acyl-coenzyme A thioesterase
Gerakladium136675	positive regulation of hh target transcription factor activity
Gerakladium8112	Adaptor complexes medium subunit family
Gerakladium111424	Protein tyrosine kinase
Gerakladium138284	2OG-Fe(II) oxygenase
Gerakladium112082	actin binding
Gerakladium208914	Ubiquitin homologues
Gerakladium22543	ER lumen protein-retaining receptor
Gerakladium116475	Beta-lactamase
Gerakladium148932	Domain of unknown function (DUF4483)
Gerakladium208024	chorismate mutase
Gerakladium207332	Spermine/spermidine synthase domain
Gerakladium105608	Diacylglycerol kinase catalytic domain (presumed)
Gerakladium130838	Belongs to the DHHC palmitoyltransferase family
Gerakladium1218	Binds to the 23S rRNA
Gerakladium42990	cysteine-type peptidase activity
Gerakladium55845	Semialdehyde dehydrogenase, NAD binding domain
Gerakladium186979	branched-chain-amino-acid transaminase activity
Gerakladium152690	Protein tyrosine kinase
Gerakladium69457	Converts the preformed base xanthine, a product of nucleic acid breakdown, to xanthosine 5'-monophosphate (XMP), so it can be reused for RNA or DNA synthesis
Gerakladium13479	RNA recognition motif 2
Gerakladium37762	transketolase activity
Gerakladium10458	PPPDE putative peptidase domain
Gerakladium188096	Protein translocation complex, SEC61 gamma subunit
Gerakladium54714	Small nuclear ribonucleoprotein
Gerakladium153458	protein serine/threonine phosphatase activity
Gerakladium175677	The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH
Gerakladium131180	2OG-Fe(II) oxygenase
Gerakladium3487	Chlorophyll A-B binding protein
Gerakladium22290	DNA repair
Gerakladium744	oxidoreductase activity
Gerakladium81148	Reversible hydration of carbon dioxide
Gerakladium21138	transcription, DNA-templated
Gerakladium751	Anion exchanger family
Gerakladium91556	U-box domain
Gerakladium119980	BTB/POZ domain
Gerakladium169666	Metacaspase-1-like
Gerakladium152977	sperm chromatin condensation
Gerakladium29434	domain in TBC and LysM domain containing proteins
Gerakladium215801	Solute carrier family 8 (sodium-calcium exchanger), member 3
Gerakladium47643	Heat shock protein
Gerakladium20496	Nickel-containing superoxide dismutase
Gerakladium132170	Protein tyrosine kinase
Gerakladium112462	Zinc carboxypeptidase
Gerakladium42630	Histone deacetylase domain
Gerakladium54278	Domain with 2 conserved Trp (W) residues
Gerakladium104074	WD domain, G-beta repeat
Gerakladium170304	NAD dependent epimerase/dehydratase family
Gerakladium4929	Adenylyl- / guanylyl cyclase, catalytic domain
Gerakladium3098	PPPDE putative peptidase domain
Gerakladium5774	metalloaminopeptidase activity
Gerakladium115084	2OG-Fe(II) oxygenase superfamily
Gerakladium173858	Belongs to the ubiquitin-conjugating enzyme family
Gerakladium189081	Mediates cleavage of dimethlysulfonioproprionate (DMSP) into dimethyl sulfide (DMS) and acrylate. DMS is the principal form by which sulfur is transported from oceans to the atmosphere and is a key component of the ocean sulfur cycle
Gerakladium45309	Calreticulin family
Gerakladium169546	Serine/Threonine protein kinases, catalytic domain
Gerakladium135072	Calcium-dependent protein kinase
Gerakladium32076	reductase small
Gerakladium187457	oxidation-reduction process
Gerakladium48642	beta-glucosidase activity
Gerakladium206057	ubiquitin carboxyl-terminal hydrolase
Gerakladium189248	eukaryotic translation initiation factor isoform
Gerakladium171578	AtSPO11-1
Gerakladium17529	lysine N-methyltransferase activity
Gerakladium205711	GTP binding
Gerakladium151727	Belongs to the protein kinase superfamily
Gerakladium5287	poly(A)-specific ribonuclease activity
Gerakladium4355	short-chain dehydrogenase
Gerakladium154800	urea channel activity
Gerakladium39209	protein folding
Gerakladium8703	Aminotransferase class-V
Gerakladium209743	alcohol dehydrogenase
Gerakladium167920	very-long-chain 3-ketoacyl-CoA synthase activity
Gerakladium185972	Responsible for synthesis of pseudouridine from uracil
Gerakladium17743	Glutamine synthetase type III N terminal
Gerakladium50537	Brix
Gerakladium151952	L-ascorbic acid binding
Gerakladium1141	Cytochrome b5
Gerakladium132464	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
Gerakladium187286	Enoyl-(Acyl carrier protein) reductase
Gerakladium209092	radial spoke head protein 3 homolog
Gerakladium170577	alpha-1,3-glucosidase activity
Gerakladium15545	DNA excision repair protein ERCC-6-like
Gerakladium168815	-
Gerakladium8790	Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain
Gerakladium12159	Ras family
Gerakladium133531	L-malate dehydrogenase activity
Gerakladium16656	'de novo' UMP biosynthetic process
Gerakladium111971	Proteasome subunit alpha type
Gerakladium150783	TIGRFAM hydrolase, TatD family
Gerakladium644	ATP-grasp domain
Gerakladium16797	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides
Gerakladium11378	Putative GTP-ase activating proteins for the small GTPase, ARF
Gerakladium212061	cellular response to bisphenol A
Gerakladium167682	transport) protein
Gerakladium105325	3'-5' exonuclease
Gerakladium93913	homolog subfamily B member
Gerakladium14588	ammonium transmembrane transporter activity
Gerakladium15065	SWI SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 3-like
Gerakladium87262	Catalyzes the phosphorylation of pyruvate to phosphoenolpyruvate
Gerakladium171846	Belongs to the mitochondrial carrier (TC 2.A.29) family
Gerakladium185122	PWI domain
Gerakladium154860	Zinc finger, CCCH type
Gerakladium172719	Nuclear inhibitor of protein
Gerakladium13124	Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling
Gerakladium187408	protein serine/threonine phosphatase activity
Gerakladium71859	Belongs to the eukaryotic ribosomal protein eS6 family
Gerakladium87412	Glutamine synthetase type III N terminal
Gerakladium104504	Serine aminopeptidase, S33
Gerakladium148805	TspO/MBR family
Gerakladium78071	Ribosomal protein L14p/L23e
Gerakladium40889	Exostosin family
Gerakladium21087	cysteine-type peptidase activity
Gerakladium170369	sodium-dependent glucose transporter
Gerakladium206459	Methylase involved in ubiquinone menaquinone biosynthesis
Gerakladium186323	2OG-Fe(II) oxygenase superfamily
Gerakladium61827	Protein tyrosine kinase
Gerakladium845	ATPase activity
Gerakladium5215	Adaptin ear-binding coat-associated protein 2 (NECAP-2) isoform 2 family protein
Gerakladium168407	Lipopolysaccharide kinase (Kdo/WaaP) family
Gerakladium52422	Belongs to the universal ribosomal protein uL3 family
Gerakladium137840	GIY-YIG catalytic domain
Gerakladium148740	Cullin family protein. Source PGD
Gerakladium60713	protease Do-like
Gerakladium150452	Belongs to the DHHC palmitoyltransferase family
Gerakladium115102	N-acetylneuraminate 7-O(or 9-O)-acetyltransferase activity
Gerakladium148829	HEAT-like repeat
Gerakladium171608	peptide-methionine (S)-S-oxide reductase activity
Gerakladium118323	O-methyltransferase, family 2
Gerakladium15216	translation elongation factor activity
Gerakladium34500	Chloride channel protein
Gerakladium53324	Na+/Pi-cotransporter
Gerakladium195582	Prolyl 4-hydroxylase alpha subunit homologues.
Gerakladium14771	Belongs to the CTL (choline transporter-like) family
Gerakladium3290	50S ribosome-binding GTPase
Gerakladium7095	Solute carrier family 15 (H peptide transporter), member 2
Gerakladium147702	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay
Gerakladium191398	Protein kinase C conserved region 2 (CalB)
Gerakladium53187	pre-mRNA cleavage required for polyadenylation
Gerakladium132927	Mediates both low-affinity uptake and efflux of sugar across the membrane
Gerakladium2890	PPP5 TPR repeat region
Gerakladium170297	3',5'-cyclic-nucleotide phosphodiesterase activity
Gerakladium185347	Peptidase family C69
Gerakladium109583	Cid1 family poly A polymerase
Gerakladium48230	YGGT family
Gerakladium2162	Belongs to the DEAD box helicase family
Gerakladium214096	Trypsin
Gerakladium131375	oxidoreductase
Gerakladium47059	Specifically methylates the cytosine at position 1407 (m5C1407) of 16S rRNA
Gerakladium171326	Subunit of the peripheral V1 complex of vacuolar ATPase. Subunit C is necessary for the assembly of the catalytic sector of the enzyme and is likely to have a specific function in its catalytic activity. V-ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells
Gerakladium50255	Catalyzes the phosphorylation of pyruvate to phosphoenolpyruvate
Gerakladium113740	EF-hand domain
Gerakladium186334	Belongs to the protein kinase superfamily
Gerakladium16713	cysteine-type peptidase activity
Gerakladium69368	Doublecortin
Gerakladium90645	Ankyrin repeat
Gerakladium169154	Alpha beta superfamily hydrolase
Gerakladium134165	ligase activity
Gerakladium194688	Vacuolar protein sorting-associated protein VTA1 homolog
Gerakladium38385	phosphate ion transport
Gerakladium134503	-
Gerakladium169231	voltage-gated potassium channel activity
Gerakladium64851	serine threonine-protein kinase
Gerakladium30678	Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family
Gerakladium153259	SLU7 splicing factor homolog (S. cerevisiae)
Gerakladium205874	Catalyzes the acyloin condensation reaction between C atoms 2 and 3 of pyruvate and glyceraldehyde 3-phosphate to yield 1-deoxy-D-xylulose-5-phosphate (DXP)
Gerakladium186213	CAF1 family
Gerakladium34058	Electron carrier protein. The oxidized form of the cytochrome c heme group can accept an electron from the heme group of the cytochrome c1 subunit of cytochrome reductase. Cytochrome c then transfers this electron to the cytochrome oxidase complex, the final protein carrier in the mitochondrial electron-transport chain
Gerakladium7715	Holliday junction DNA helicase ruvB N-terminus
Gerakladium36907	Associates with the EF-Tu.GDP complex and induces the exchange of GDP to GTP. It remains bound to the aminoacyl-tRNA.EF- Tu.GTP complex up to the GTP hydrolysis stage on the ribosome
Gerakladium118053	synthase
Gerakladium132573	Belongs to the glycosyl hydrolase 5 (cellulase A) family
Gerakladium1478	phosphate ion transport
Gerakladium169296	protein serine/threonine kinase activity
Gerakladium214534	Belongs to the MIP aquaporin (TC 1.A.8) family
Gerakladium25479	Plays a role in vesicular protein sorting
Gerakladium159580	S1 P1 nuclease
Gerakladium13563	E3 ubiquitin-protein ligase
Gerakladium19144	S1 P1 nuclease
Gerakladium36505	Methyltransferase
Gerakladium14659	Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB NOP family
Gerakladium98889	26S proteasome non-ATPase regulatory subunit
Gerakladium210866	fatty-acyl-CoA binding
Gerakladium87489	dynactin
Gerakladium133128	Belongs to the nonaspanin (TM9SF) (TC 9.A.2) family
Gerakladium172746	ribosomal protein L17
Gerakladium15863	SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain
Gerakladium17378	Belongs to the universal ribosomal protein uS15 family
Gerakladium186495	Amidohydrolase family
Gerakladium32398	May be involved in fusion of retrograde transport vesicles derived from an endocytic compartment with the Golgi complex
Gerakladium25703	Produces ATP from ADP in the presence of a proton gradient across the membrane
Gerakladium137936	PRMT5 arginine-N-methyltransferase
Gerakladium215619	Carbamoyl-phosphate synthase small chain, CPSase domain
Gerakladium60133	High-affinity nickel-transport protein
Gerakladium47628	UDP-glucose 6-dehydrogenase
Gerakladium189347	This protein binds to 23S rRNA in the presence of protein L20
Gerakladium24494	FK506 binding
Gerakladium30502	Chlorophyll A-B binding protein
Gerakladium208023	PFAM MMPL domain protein
Gerakladium29902	Ring finger domain
Gerakladium65236	Aminotransferase class I and II
Gerakladium29747	Belongs to the eukaryotic ribosomal protein eL15 family
Gerakladium4799	Mitochondrial glycoprotein
Gerakladium4990	Serine/Threonine protein kinases, catalytic domain
Gerakladium6802	1,3-beta-D-glucan synthase activity
Gerakladium112276	Clusterin-associated protein-1
Gerakladium1466	FMN-dependent dehydrogenase
Gerakladium21217	bubble DNA binding
Gerakladium218135	Trypsin-like peptidase domain
Gerakladium168367	negative regulation of ryanodine-sensitive calcium-release channel activity
Gerakladium217253	cysteine-type peptidase activity
Gerakladium23344	PFAM RNA binding S1 domain protein
Gerakladium167346	ABC1 family
Gerakladium189238	positive regulation of microtubule nucleation
Gerakladium176140	dipeptidyl-peptidase activity
Gerakladium171543	KIAA1430 homologue
Gerakladium23515	-
Gerakladium213076	molecular chaperone
Gerakladium7408	protein serine/threonine phosphatase activity
Gerakladium191907	Belongs to the adaptor complexes medium subunit family
Gerakladium71470	Protein phosphatase 2C
Gerakladium19005	Cytochrome P450
Gerakladium5526	isocitrate dehydrogenase (NADP+) activity
Gerakladium27125	cAMP-dependent protein kinase regulator activity
Gerakladium173216	Alpha-kinase family
Gerakladium122987	Lipopolysaccharide kinase (Kdo/WaaP) family
Gerakladium182874	endoplasmic reticulum tubular network membrane organization
Gerakladium90387	Protease Do-like 9
Gerakladium218046	Cobalamin synthesis protein cobW C-terminal domain
Gerakladium131052	Belongs to the ATG8 family
Gerakladium118332	-
Gerakladium153290	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Gerakladium208078	homolog, subfamily B, member 8
Gerakladium136555	Alpha/beta hydrolase family
Gerakladium153506	Belongs to the mitochondrial carrier (TC 2.A.29) family
Gerakladium33394	Ribosomal protein L14p/L23e
Gerakladium2753	Major Facilitator Superfamily
Gerakladium37060	ATPase components of ABC transporters with duplicated ATPase domains
Gerakladium54630	BTB/POZ domain
Gerakladium115945	splicing factor U2AF-associated protein, related
Gerakladium150863	Belongs to the ClpA ClpB family
Gerakladium58091	RNA pseudouridylate synthase
Gerakladium167715	Mortierella verticillata NRRL 6337 gluconate 5-dehydrogenase (266 aa)
Gerakladium212568	phosphatase 2C
Gerakladium54008	Alpha-amylase C-terminal beta-sheet domain
Gerakladium170638	peptidyl-serine phosphorylation
Gerakladium6877	protein ubiquitination
Gerakladium1673	Possible membrane-associated motif in LPS-induced tumor necrosis factor alpha factor (LITAF), also known as PIG7, and other animal proteins.
Gerakladium117925	Heterogeneous nuclear ribonucleoprotein D-like
Gerakladium205941	Thaumatin family
Gerakladium168286	Protein of unknown function (DUF1749)
Gerakladium45749	alcohol dehydrogenase
Gerakladium185188	Belongs to the glycosyl hydrolase 5 (cellulase A) family
Gerakladium40031	RNA recognition motif
Gerakladium5754	Mitogen-activated protein kinase
Gerakladium148994	PPPDE putative peptidase domain
Gerakladium15311	Region found in RelA / SpoT proteins
Gerakladium7285	Belongs to the MCM family
Gerakladium23112	aminoacylase activity
Gerakladium54865	cysteine-type peptidase activity
Gerakladium3854	P-loop containing nucleoside triphosphate hydrolase protein
Gerakladium187638	[acyl-carrier-protein] S-malonyltransferase activity
Gerakladium1424	2 iron, 2 sulfur cluster binding
Gerakladium144054	Belongs to the cytochrome b5 family
Gerakladium74883	Cobalamin synthesis protein cobW C-terminal domain
Gerakladium15827	Encoded by
Gerakladium205174	Beta-eliminating lyase
Gerakladium50338	Chitobiase/beta-hexosaminidase C-terminal domain
Gerakladium212456	Inorganic phosphate transporter. Source PGD
Gerakladium418	motor activity
Gerakladium56066	Chlorophyll A-B binding protein
Gerakladium387	PFAM Iron-containing alcohol dehydrogenase
Gerakladium95006	duf1237 domain protein
Gerakladium211453	DNA repair family protein
Gerakladium18721	Amino acid adenylation domain
Gerakladium8439	vacuolar proton-transporting V-type ATPase complex assembly
Gerakladium5313	Cytochrome c1
Gerakladium2399	Domain of unknown function (DUF814)
Gerakladium157194	NAD/NADP octopine/nopaline dehydrogenase, alpha-helical domain
Gerakladium150350	magnesium ion binding
Gerakladium118468	low voltage-gated calcium channel activity
Gerakladium40698	Divalent cation transporter
Gerakladium8206	Mitochondrial carrier protein
Gerakladium141267	voltage-gated potassium channel activity
Gerakladium216625	The RING-variant domain is a C4HC3 zinc-finger like motif found in a number of cellular and viral proteins. Some of these proteins have been shown both in vivo and in vitro to have ubiquitin E3 ligase activity.
Gerakladium214175	transferase activity, transferring hexosyl groups
Gerakladium216279	to Saccharomyces cerevisiae SIS1 (YNL007C)
Gerakladium17579	AAA domain
Gerakladium169024	Belongs to the peptidase C1 family
Gerakladium115217	X-linked inhibitor of apoptosis
Gerakladium18405	phosphatase
Gerakladium171051	Exhibits S-adenosyl-L-methionine-dependent methyltransferase activity
Gerakladium200179	oxygen carrier activity
Gerakladium167232	RNA ligase
Gerakladium14925	Calcium-dependent protein kinase
Gerakladium33020	Belongs to the MIP aquaporin (TC 1.A.8) family
Gerakladium5494	Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane
Gerakladium204917	Trifunctional purine biosynthetic protein
Gerakladium168171	ABC-2 type transporter
Gerakladium122249	RNA recognition motif
Gerakladium217288	NAD(P)H-binding
Gerakladium168058	thienylcyclohexylpiperidine binding
Gerakladium208230	Rna binding protein
Gerakladium28136	Specifically methylates the N4 position of cytidine in position 1402 (C1402) of 16S rRNA
Gerakladium110753	DNA photolyase activity
Gerakladium208051	[acyl-carrier-protein] S-malonyltransferase activity
Gerakladium25929	endo-1,3(4)-beta-glucanase
Gerakladium210772	Peptidyl-prolyl cis-trans isomerase
Gerakladium80037	Ring finger domain
Gerakladium26539	Random slug cDNA-11
Gerakladium82450	aspartic-type endopeptidase activity
Gerakladium9894	-
Gerakladium189265	Mitochondrial branched-chain alpha-ketoacid dehydrogenase kinase
Gerakladium36706	Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome
Gerakladium84590	Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides
Gerakladium216262	Acetyl-CoA carboxylase. Source PGD
Gerakladium72935	Belongs to the cysteine synthase cystathionine beta- synthase family
Gerakladium314	Photosystem I reaction centre subunit XI
Gerakladium37881	Citrate transporter
Gerakladium116785	PFAM Tryptophan tyrosine permease family
Gerakladium192240	cell redox homeostasis
Gerakladium185292	Kinesin-like protein
Gerakladium194470	Ceramidase
Gerakladium5841	protein serine/threonine phosphatase activity
Gerakladium135522	FAD linked oxidase domain protein
Gerakladium152756	Vacuolar-processing enzyme. Source PGD
Gerakladium26237	Endonuclease V
Gerakladium31961	Domain of unknown function (DUF4071)
Gerakladium151695	Ribosomal protein S12
Gerakladium21681	canonical Wnt signaling pathway involved in osteoblast differentiation
Gerakladium40783	Ion transport protein
Gerakladium149831	DnaJ molecular chaperone homology domain
Gerakladium57179	Protein kinase domain
Gerakladium171073	carbohydrate transport
Gerakladium32277	glutathione transferase activity
Gerakladium82356	dGDP biosynthetic process
Gerakladium133307	transferase activity, transferring hexosyl groups
Gerakladium4184	2OG-Fe(II) oxygenase
Gerakladium133749	Pre-mRNA splicing factor PRP21 like protein
Gerakladium166213	Belongs to the cytochrome b5 family
Gerakladium149153	axoneme assembly
Gerakladium185245	Manganese-dependent ADP-ribose CDP-alcohol
Gerakladium73843	2OG-Fe(II) oxygenase
Gerakladium19102	response to abiotic stimulus
Gerakladium47986	Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain
Gerakladium259	Ribosomal protein S14p/S29e
Gerakladium150257	procollagen galactosyltransferase activity
Gerakladium210824	Domain in Tre-2, BUB2p, and Cdc16p. Probable Rab-GAPs.
Gerakladium137538	Belongs to the small GTPase superfamily. Arf family
Gerakladium96677	Hemimethylated DNA-binding protein YccV like
Gerakladium54576	positive regulation of termination of RNA polymerase II transcription, poly(A)-coupled
Gerakladium34012	Triosephosphate isomerase
Gerakladium185441	Belongs to the peptidase S33 family
Gerakladium216042	cobalamin synthesis CobW domain protein
Gerakladium18779	3'-5'-exoribonuclease activity involved in mature miRNA 3'-end processing
Gerakladium119321	peptide-methionine (R)-S-oxide reductase activity
Gerakladium188292	Leucine carboxyl methyltransferase
Gerakladium188153	RNA binding
Gerakladium2924	Adds a myristoyl group to the N-terminal glycine residue of certain cellular proteins
Gerakladium150937	inositol oxygenase activity
Gerakladium85369	Belongs to the universal ribosomal protein uL3 family
Gerakladium123920	endonuclease III
Gerakladium5151	elongation factor-2 kinase activity
Gerakladium26610	Dynein heavy chain, N-terminal region 1
Gerakladium132896	Glycosyl transferases group 1
Gerakladium42889	Glycosyl transferase family 8
Gerakladium24658	tetratricopeptide repeat
Gerakladium64928	Belongs to the glycosyl hydrolase 7 (cellulase C) family
Gerakladium28164	protein folding
Gerakladium149890	Cupin superfamily protein
Gerakladium22784	Belongs to the universal ribosomal protein uL5 family
Gerakladium30844	oxygen homeostasis
Gerakladium186619	Glycogen recognition site of AMP-activated protein kinase
Gerakladium204910	NAD:arginine ADP-ribosyltransferase
Gerakladium206541	spectrin binding
Gerakladium138022	Novel protein. Source PGD
Gerakladium156760	TENA/THI-4/PQQC family
Gerakladium29691	ubiquitin-transferase domain
Gerakladium117980	methyltransferase BMT2 homolog
