Gerakladium170031	K08798
Gerakladium77911	K13412
Gerakladium42757	K23438
Gerakladium212542	K04854
Gerakladium43235	K02945
Gerakladium113740	K23847
Gerakladium85986	K01662
Gerakladium15042	K06180
Gerakladium54608	K20121
Gerakladium88005	K02901
Gerakladium54669	K00326
Gerakladium1592	K08906
Gerakladium8403	K06691
Gerakladium12390	K00362
Gerakladium38738	K06180
Gerakladium152376	K00645
Gerakladium14188	K17506
Gerakladium27228	K08582
Gerakladium11176	K23490
Gerakladium148829	K06228
Gerakladium39281	K03320
Gerakladium163757	K15335
Gerakladium12238	K22390
Gerakladium48305	K06413
Gerakladium18397	K19367
Gerakladium9274	K09828
Gerakladium185561	K17268
Gerakladium159208	K17592
Gerakladium4	K03321
Gerakladium22803	K06180
Gerakladium111668	K03782
Gerakladium8839	K08778
Gerakladium13164	K08288
Gerakladium22577	K01196
Gerakladium186971	K13576
Gerakladium2844	K08057
Gerakladium11398	K20175
Gerakladium3530	K03252
Gerakladium149448	K07376
Gerakladium50547	K04460
Gerakladium2737	K12460
Gerakladium11065	K25378
Gerakladium117784	K18417
Gerakladium16713	K01365
Gerakladium23797	K12492
Gerakladium69660	K10860
Gerakladium26237	K05982
Gerakladium133174	K00939
Gerakladium46048	K10380
Gerakladium1032	K03932
Gerakladium131267	K04771
Gerakladium89386	K10380
Gerakladium17743	K01915
Gerakladium16856	K13126
Gerakladium169298	K06911
Gerakladium211295	K11252
Gerakladium19450	K09518
Gerakladium70269	K06158
Gerakladium48790	K09580
Gerakladium190043	K06119
Gerakladium2	K08917
Gerakladium155830	K11982
Gerakladium117318	K00557
Gerakladium206520	K18596
Gerakladium205633	K02685
Gerakladium116360	K11703
Gerakladium216115	K06178
Gerakladium112757	K20715
Gerakladium171834	K00665
Gerakladium6715	K00665
Gerakladium167301	K15014
Gerakladium112889	K11703
Gerakladium11586	K10615
Gerakladium44709	K13611
Gerakladium120033	K00889
Gerakladium28799	K02202
Gerakladium13015	K10398
Gerakladium14945	K13755
Gerakladium2676	K12440
Gerakladium55029	K16726
Gerakladium34338	K14674
Gerakladium13661	K08914
Gerakladium12482	K12443
Gerakladium134184	K13448
Gerakladium45741	K00645
Gerakladium186293	K10380
Gerakladium208366	K01179
Gerakladium210912	K12348
Gerakladium72243	K03438
Gerakladium216118	K13177
Gerakladium56413	K09230
Gerakladium7243	K24469
Gerakladium84762	K22614
Gerakladium70308	K01188
Gerakladium185714	K04523
Gerakladium5313	K00413
Gerakladium193045	K23257
Gerakladium18133	K12132
Gerakladium22140	K06179
Gerakladium39408	K00565
Gerakladium52286	K00026
Gerakladium95006	K09704
Gerakladium47029	K01408
Gerakladium103586	K23490
Gerakladium14215	K12891
Gerakladium741	K11262
Gerakladium39582	K10380
Gerakladium131602	K10799
Gerakladium98693	K05309
Gerakladium119360	K06949
Gerakladium207948	K10401
Gerakladium47281	K00939
Gerakladium116308	K02728
Gerakladium149189	K21989
Gerakladium151243	K06180
Gerakladium94407	K23424
Gerakladium3947	K03065
Gerakladium114439	K23643
Gerakladium136582	K08292
Gerakladium47720	K00789
Gerakladium54646	K04515
Gerakladium173250	K21440
Gerakladium169651	K08857
Gerakladium48722	K04043
Gerakladium11038	K12486
Gerakladium55538	K07556
Gerakladium190239	K20027
Gerakladium137189	K04739
Gerakladium2501	K04849
Gerakladium191108	K22757
Gerakladium31680	K02641
Gerakladium115792	K05609
Gerakladium131878	K05681
Gerakladium111374	K20028
Gerakladium187620	K10380
Gerakladium17721	K00799
Gerakladium170206	K20606
Gerakladium2297	K02636
Gerakladium177466	K03686
Gerakladium170133	K06180
Gerakladium31856	K03283
Gerakladium59155	K15259
Gerakladium24025	K06180
Gerakladium74430	K12440
Gerakladium2214	K01208
Gerakladium27328	K15259
Gerakladium148677	K09571
Gerakladium2695	K01648
Gerakladium213890	K10734
Gerakladium91556	K24764
Gerakladium169888	K14803
Gerakladium6205	K02962
Gerakladium13203	K04539
Gerakladium15690	K08869
Gerakladium86664	K00265
Gerakladium12412	K11594
Gerakladium17260	K05192
Gerakladium76534	K01661
Gerakladium78536	K02528
Gerakladium16887	K22614
Gerakladium175951	K03031
Gerakladium130910	K00855
Gerakladium43043	K04910
Gerakladium209844	K03403
Gerakladium56	K02040
Gerakladium942	K00898
Gerakladium34803	K01624
Gerakladium21488	K14994
Gerakladium38586	K00569
Gerakladium157901	K10424
Gerakladium2902	K12442
Gerakladium209650	K22403
Gerakladium173654	K03850
Gerakladium132670	K01358
Gerakladium159474	K00710
Gerakladium155945	K05941
Gerakladium111166	K13412
Gerakladium49950	K13412
Gerakladium115148	K03438
Gerakladium169963	K00948
Gerakladium42236	K14947
Gerakladium185255	K10393
Gerakladium4872	K01915
Gerakladium70694	K00794
Gerakladium9122	K05841
Gerakladium170558	K12607
Gerakladium112174	K08606
Gerakladium205789	K15259
Gerakladium54714	K11092
Gerakladium211666	K10380
Gerakladium71990	K01456
Gerakladium3127	K15015
Gerakladium117462	K01507
Gerakladium29890	K20131
Gerakladium11198	K11161
Gerakladium636	K03320
Gerakladium133053	K11703
Gerakladium9425	K06924
Gerakladium13094	K11592
Gerakladium16408	K11292
Gerakladium213946	K17866
Gerakladium153837	K08017
Gerakladium11783	K17341
Gerakladium131527	K12410
Gerakladium198215	K20884
Gerakladium134058	K09580
Gerakladium6357	K06058
Gerakladium24365	K01802
Gerakladium899	K03696
Gerakladium15722	K13412
Gerakladium37418	K14379
Gerakladium10194	K04739
Gerakladium114880	K13444
Gerakladium207217	K16284
Gerakladium94069	K07976
Gerakladium190246	K23901
Gerakladium25649	K03320
Gerakladium189227	K19951
Gerakladium109695	K14652
Gerakladium32076	K10808
Gerakladium13556	K01054
Gerakladium4780	K21867
Gerakladium13662	K08738
Gerakladium4625	K10380
Gerakladium113404	K17943
Gerakladium190416	K13412
Gerakladium210983	K12822
Gerakladium159099	K19589
Gerakladium186325	K06957
Gerakladium14815	K10380
Gerakladium188899	K17508
Gerakladium7203	K02293
Gerakladium39549	K03704
Gerakladium18388	K24740
Gerakladium77106	K15210
Gerakladium132814	K15687
Gerakladium152069	K11412
Gerakladium10397	K01076
Gerakladium133554	K20184
Gerakladium24920	K04615
Gerakladium137085	K09506
Gerakladium999	K06207
Gerakladium125509	K17790
Gerakladium34012	K01803
Gerakladium15124	K23164
Gerakladium151716	K00898
Gerakladium150424	K16900
Gerakladium35262	K01188
Gerakladium113115	K22833
Gerakladium15848	K15502
Gerakladium169395	K01363
Gerakladium55468	K12889
Gerakladium171956	K20028
Gerakladium6542	K15276
Gerakladium176018	K15103
Gerakladium2326	K11969
Gerakladium66134	K05841
Gerakladium38003	K17630
Gerakladium132080	K22767
Gerakladium149495	K07304
Gerakladium112585	K01408
Gerakladium13172	K17914
Gerakladium18194	K00488
Gerakladium2124	K13984
Gerakladium66535	K02870
Gerakladium205711	K03977
Gerakladium1424	K02639
Gerakladium25312	K20196
Gerakladium187617	K00648
Gerakladium188097	K11502
Gerakladium213107	K14349
Gerakladium122987	K06668
Gerakladium56878	K10398
Gerakladium843	K05312
Gerakladium112880	K16608
Gerakladium12167	K04774
Gerakladium6609	K13275
Gerakladium133509	K10380
Gerakladium35025	K01006
Gerakladium90532	K01251
Gerakladium131883	K06228
Gerakladium21170	K03231
Gerakladium20058	K16914
Gerakladium253	K06252
Gerakladium150040	K04875
Gerakladium159	K03809
Gerakladium47744	K04079
Gerakladium208744	K03320
Gerakladium45877	K00942
Gerakladium216002	K12834
Gerakladium113046	K25166
Gerakladium2809	K01382
Gerakladium168542	K01076
Gerakladium12249	K04951
Gerakladium159297	K15191
Gerakladium14575	K15655
Gerakladium49775	K04905
Gerakladium175735	K14457
Gerakladium25484	K07436
Gerakladium191585	K03676
Gerakladium112473	K11857
Gerakladium114735	K01686
Gerakladium187001	K04739
Gerakladium70606	K14859
Gerakladium43875	K12888
Gerakladium148882	K10860
Gerakladium14428	K12567
Gerakladium190759	K20177
Gerakladium54008	K01176
Gerakladium134442	K11518
Gerakladium17697	K07305
Gerakladium151015	K14990
Gerakladium132711	K14803
Gerakladium87412	K01915
Gerakladium112053	K08582
Gerakladium173548	K23424
Gerakladium5369	K04874
Gerakladium32470	K04309
Gerakladium35504	K01061
Gerakladium81860	K01648
Gerakladium4597	K02953
Gerakladium171185	K04563
Gerakladium207667	K19626
Gerakladium50116	K10455
Gerakladium33638	K10380
Gerakladium61217	K01379
Gerakladium889	K00134
Gerakladium205542	K03671
Gerakladium213083	K02918
Gerakladium97824	K23424
Gerakladium10282	K11592
Gerakladium33407	K04461
Gerakladium41963	K16914
Gerakladium178168	K01872
Gerakladium181231	K24350
Gerakladium20877	K14570
Gerakladium23192	K13420
Gerakladium196	K07937
Gerakladium206253	K08153
Gerakladium5421	K14379
Gerakladium12173	K03262
Gerakladium83258	K02953
Gerakladium65594	K05692
Gerakladium10079	K16604
Gerakladium169071	K02471
Gerakladium55435	K00569
Gerakladium3747	K01307
Gerakladium112092	K11494
Gerakladium1466	K00101
Gerakladium188453	K12430
Gerakladium45749	K13979
Gerakladium48299	K24680
Gerakladium33450	K22614
Gerakladium111336	K12443
Gerakladium31427	K23025
Gerakladium43286	K01535
Gerakladium157448	K03660
Gerakladium157862	K03283
Gerakladium26646	K01379
Gerakladium131828	K12589
Gerakladium137580	K01805
Gerakladium133342	K03119
Gerakladium1329	K21396
Gerakladium189430	K23801
Gerakladium1220	K02989
Gerakladium100246	K14016
Gerakladium21647	K08565
Gerakladium211855	K02934
Gerakladium115802	K09571
Gerakladium108667	K00898
Gerakladium111826	K03249
Gerakladium67835	K01673
Gerakladium189385	K01081
Gerakladium187524	K23330
Gerakladium17469	K10401
Gerakladium170604	K05349
Gerakladium34819	K01090
Gerakladium1837	K07243
Gerakladium194357	K09660
Gerakladium132513	K12132
Gerakladium113685	K09020
Gerakladium132295	K08316
Gerakladium117623	K01610
Gerakladium174174	K19755
Gerakladium148687	K16675
Gerakladium61759	K17943
Gerakladium40968	K09592
Gerakladium131657	K00898
Gerakladium75263	K10380
Gerakladium191870	K07951
Gerakladium74629	K11804
Gerakladium175127	K22684
Gerakladium185474	K01214
Gerakladium52601	K01537
Gerakladium137464	K01768
Gerakladium167956	K23257
Gerakladium71160	K01915
Gerakladium170280	K05546
Gerakladium188570	K18561
Gerakladium154622	K05592
Gerakladium210153	K03549
Gerakladium64802	K04079
Gerakladium70874	K22193
Gerakladium8237	K00612
Gerakladium523	K00134
Gerakladium155266	K01626
Gerakladium83980	K04460
Gerakladium135443	K17943
Gerakladium19728	K14648
Gerakladium152524	K14457
Gerakladium150428	K10523
Gerakladium112072	K04371
Gerakladium14630	K08869
Gerakladium39987	K01710
Gerakladium169546	K20607
Gerakladium171894	K06269
Gerakladium14314	K11323
Gerakladium135757	K18327
Gerakladium101671	K15032
Gerakladium206492	K12445
Gerakladium211	K12863
Gerakladium186727	K13447
Gerakladium72736	K16726
Gerakladium89201	K25230
Gerakladium11236	K08139
Gerakladium134277	K07146
Gerakladium126377	K05756
Gerakladium21842	K03235
Gerakladium16728	K16900
Gerakladium1098	K14944
Gerakladium420	K02078
Gerakladium3487	K08908
Gerakladium148676	K03661
Gerakladium167758	K03320
Gerakladium131652	K15711
Gerakladium130984	K14379
Gerakladium10581	K01768
Gerakladium214840	K22767
Gerakladium18114	K13412
Gerakladium133437	K05657
Gerakladium14037	K06496
Gerakladium159641	K19704
Gerakladium1892	K22684
Gerakladium16837	K13412
Gerakladium19942	K04919
Gerakladium208425	K00476
Gerakladium71438	K15382
Gerakladium39380	K00545
Gerakladium132371	K20404
Gerakladium189908	K20827
Gerakladium12973	K17710
Gerakladium210277	K01363
Gerakladium29576	K04955
Gerakladium167061	K16302
Gerakladium46537	K10523
Gerakladium29702	K16547
Gerakladium3118	K09514
Gerakladium169664	K07126
Gerakladium137792	K19932
Gerakladium19932	K06221
Gerakladium21148	K01205
Gerakladium170510	K12878
Gerakladium36117	K16462
Gerakladium1499	K01180
Gerakladium57625	K12662
Gerakladium168934	K04874
Gerakladium4007	K13412
Gerakladium149946	K19760
Gerakladium450	K09666
Gerakladium18387	K01126
Gerakladium117920	K00710
Gerakladium85624	K00380
Gerakladium521	K23330
Gerakladium133376	K06176
Gerakladium327	K04079
Gerakladium10009	K00750
Gerakladium151192	K16726
Gerakladium828	K00134
Gerakladium31920	K01799
Gerakladium42751	K10408
Gerakladium2636	K07375
Gerakladium150535	K07152
Gerakladium4799	K15414
Gerakladium1404	K02866
Gerakladium30678	K20989
Gerakladium1755	K02183
Gerakladium189054	K04892
Gerakladium29655	K09020
Gerakladium12924	K14564
Gerakladium50908	K13412
Gerakladium111448	K06928
Gerakladium118071	K01358
Gerakladium185066	K04788
Gerakladium208221	K06180
Gerakladium14697	K15377
Gerakladium38385	K03762
Gerakladium6248	K22684
Gerakladium76718	K13412
Gerakladium113095	K07300
Gerakladium74312	K08857
Gerakladium28609	K00889
Gerakladium40756	K18478
Gerakladium167650	K08369
Gerakladium209300	K03675
Gerakladium3688	K04908
Gerakladium186664	K20823
Gerakladium170369	K08175
Gerakladium29351	K04043
Gerakladium107494	K21440
Gerakladium435	K00428
Gerakladium37890	K24068
Gerakladium208785	K04371
Gerakladium175094	K07432
Gerakladium18975	K08292
Gerakladium117091	K21893
Gerakladium4089	K02930
Gerakladium2838	K12460
Gerakladium4770	K17943
Gerakladium207452	K03929
Gerakladium59596	K16219
Gerakladium149277	K01210
Gerakladium69369	K14026
Gerakladium214560	K11827
Gerakladium187760	K07393
Gerakladium207928	K08151
Gerakladium854	K06901
Gerakladium169767	K02951
Gerakladium210532	K12198
Gerakladium115416	K01076
Gerakladium151861	K04771
Gerakladium68847	K10808
Gerakladium167516	K17943
Gerakladium168527	K03654
Gerakladium19601	K21440
Gerakladium2403	K17508
Gerakladium218102	K21440
Gerakladium74129	K01081
Gerakladium50862	K15047
Gerakladium7225	K01673
Gerakladium49613	K06180
Gerakladium30620	K02899
Gerakladium139561	K01054
Gerakladium213811	K02871
Gerakladium117036	K08582
Gerakladium197799	K20715
Gerakladium19756	K24265
Gerakladium169310	K15504
Gerakladium28596	K04851
Gerakladium5689	K12166
Gerakladium131334	K18819
Gerakladium134102	K10575
Gerakladium15430	K06058
Gerakladium114091	K03238
Gerakladium27612	K06180
Gerakladium112788	K17341
Gerakladium149052	K05016
Gerakladium79398	K12825
Gerakladium135850	K17816
Gerakladium25866	K19613
Gerakladium2185	K03699
Gerakladium50763	K24041
Gerakladium153473	K03695
Gerakladium65236	K00812
Gerakladium567	K00412
Gerakladium4299	K22757
Gerakladium37756	K01404
Gerakladium168917	K00545
Gerakladium67130	K03522
Gerakladium13042	K10380
Gerakladium90205	K02692
Gerakladium74351	K20899
Gerakladium94535	K00710
Gerakladium112672	K03107
Gerakladium77656	K02891
Gerakladium194824	K02888
Gerakladium133749	K12825
Gerakladium159699	K01764
Gerakladium70746	K15377
Gerakladium172072	K24835
Gerakladium46433	K10569
Gerakladium188714	K01365
Gerakladium154251	K02908
Gerakladium12330	K08827
Gerakladium189952	K05658
Gerakladium91308	K00545
Gerakladium114463	K01070
Gerakladium6434	K14411
Gerakladium2582	K03165
Gerakladium4185	K02976
Gerakladium9279	K01251
Gerakladium111	K01974
Gerakladium10036	K22614
Gerakladium14717	K19760
Gerakladium33639	K01735
Gerakladium53361	K24683
Gerakladium96797	K20715
Gerakladium134011	K04930
Gerakladium30674	K00411
Gerakladium63060	K03797
Gerakladium24208	K12888
Gerakladium132896	K19002
Gerakladium151739	K15656
Gerakladium130853	K00006
Gerakladium215942	K10807
Gerakladium133836	K04905
Gerakladium4686	K09874
Gerakladium65904	K15259
Gerakladium190937	K24182
Gerakladium16156	K18479
Gerakladium29634	K01251
Gerakladium136056	K21440
Gerakladium104525	K13208
Gerakladium148785	K00053
Gerakladium152088	K03165
Gerakladium4480	K24427
Gerakladium5068	K22763
Gerakladium187740	K11426
Gerakladium24494	K09571
Gerakladium116339	K14963
Gerakladium46883	K01580
Gerakladium6920	K08369
Gerakladium43630	K22647
Gerakladium103292	K22128
Gerakladium206079	K03094
Gerakladium29873	K10455
Gerakladium55424	K09592
Gerakladium171110	K13207
Gerakladium5215	K20069
Gerakladium23105	K09595
Gerakladium155570	K13293
Gerakladium653	K03094
Gerakladium685	K01673
Gerakladium57037	K10407
Gerakladium35342	K14326
Gerakladium113267	K13412
Gerakladium171493	K05794
Gerakladium157189	K10355
Gerakladium148841	K03737
Gerakladium24376	K04427
Gerakladium59700	K07305
Gerakladium140395	K10471
Gerakladium57017	K00871
Gerakladium38299	K04892
Gerakladium186366	K14815
Gerakladium43161	K14079
Gerakladium209427	K04840
Gerakladium6757	K06180
Gerakladium169534	K03070
Gerakladium148823	K00700
Gerakladium30439	K01915
Gerakladium185337	K12132
Gerakladium194769	K15101
Gerakladium113884	K22747
Gerakladium87441	K02981
Gerakladium46378	K22745
Gerakladium210522	K15175
Gerakladium149437	K05016
Gerakladium117731	K22763
Gerakladium111947	K12132
Gerakladium57474	K20416
Gerakladium10292	K02183
Gerakladium116753	K03648
Gerakladium7009	K16289
Gerakladium28164	K03686
Gerakladium141215	K02732
Gerakladium93405	K01414
Gerakladium100540	K01054
Gerakladium13597	K06027
Gerakladium208048	K00699
Gerakladium216457	K24242
Gerakladium28647	K17757
Gerakladium173789	K00710
Gerakladium210860	K14209
Gerakladium148710	K15865
Gerakladium64851	K12132
Gerakladium131056	K22684
Gerakladium1914	K24940
Gerakladium185350	K14319
Gerakladium150449	K13513
Gerakladium114859	K17943
Gerakladium13828	K00812
Gerakladium169357	K03686
Gerakladium52671	K12837
Gerakladium29140	K00630
Gerakladium54029	K10408
Gerakladium150431	K10577
Gerakladium11346	K16055
Gerakladium186359	K20717
Gerakladium102030	K00464
Gerakladium167297	K08245
Gerakladium3759	K02957
Gerakladium208841	K15280
Gerakladium145523	K20472
Gerakladium3762	K20718
Gerakladium19167	K12132
Gerakladium17929	K24997
Gerakladium36206	K13121
Gerakladium25997	K15920
Gerakladium205953	K06100
Gerakladium1952	K00362
Gerakladium186308	K01758
Gerakladium53914	K06158
Gerakladium117793	K14997
Gerakladium188649	K22763
Gerakladium22258	K20466
Gerakladium21913	K13177
Gerakladium14071	K21486
Gerakladium34929	K04564
Gerakladium156578	K02891
Gerakladium185117	K08857
Gerakladium113278	K04079
Gerakladium96991	K02183
Gerakladium99238	K02146
Gerakladium207319	K00641
Gerakladium167996	K22614
Gerakladium24700	K19373
Gerakladium223786	K02957
Gerakladium111360	K00434
Gerakladium206260	K04427
Gerakladium149068	K14652
Gerakladium223417	K01637
Gerakladium5841	K19704
Gerakladium170077	K04952
Gerakladium18419	K02006
Gerakladium167096	K12132
Gerakladium16656	K01591
Gerakladium12573	K16465
Gerakladium38588	K01875
Gerakladium169024	K01365
Gerakladium113016	K10838
Gerakladium5807	K15377
Gerakladium206278	K16540
Gerakladium214287	K09571
Gerakladium6764	K03217
Gerakladium215906	K10949
Gerakladium207547	K05592
Gerakladium168103	K18723
Gerakladium111261	K02691
Gerakladium31273	K05592
Gerakladium75003	K15335
Gerakladium22337	K20100
Gerakladium187613	K21866
Gerakladium113024	K08220
Gerakladium27601	K20166
Gerakladium67722	K02993
Gerakladium185547	K14015
Gerakladium75207	K09487
Gerakladium46025	K13412
Gerakladium17874	K05605
Gerakladium127559	K19757
Gerakladium11529	K01768
Gerakladium192823	K12132
Gerakladium132780	K14379
Gerakladium28612	K00116
Gerakladium28170	K07404
Gerakladium8753	K01176
Gerakladium16037	K00855
Gerakladium213468	K11323
Gerakladium1118	K14411
Gerakladium11715	K02943
Gerakladium197756	K15272
Gerakladium100186	K14206
Gerakladium64380	K05313
Gerakladium213184	K09571
Gerakladium93088	K08794
Gerakladium152908	K00703
Gerakladium9816	K10423
Gerakladium188741	K19360
Gerakladium208088	K12319
Gerakladium134378	K00699
Gerakladium186764	K00108
Gerakladium104279	K07735
Gerakladium31961	K12132
Gerakladium33388	K05841
Gerakladium210824	K20360
Gerakladium18107	K22615
Gerakladium14004	K06177
Gerakladium31432	K20899
Gerakladium134119	K02878
Gerakladium147702	K14326
Gerakladium215213	K01307
Gerakladium7119	K02920
Gerakladium28413	K20101
Gerakladium208439	K05681
Gerakladium154193	K03246
Gerakladium10725	K10380
Gerakladium20777	K17943
Gerakladium174477	K03686
Gerakladium57578	K04706
Gerakladium54106	K09592
Gerakladium113564	K10587
Gerakladium190111	K20872
Gerakladium17678	K02874
Gerakladium218168	K18849
Gerakladium185021	K12231
Gerakladium49939	K14411
Gerakladium550	K10393
Gerakladium74206	K02149
Gerakladium50798	K01382
Gerakladium17378	K02953
Gerakladium170176	K23334
Gerakladium70958	K18726
Gerakladium136262	K15191
Gerakladium31570	K01190
Gerakladium13424	K07910
Gerakladium185416	K00587
Gerakladium14768	K21989
Gerakladium170449	K12581
Gerakladium36302	K06130
Gerakladium89698	K00825
Gerakladium175207	K01802
Gerakladium151006	K24652
Gerakladium15243	K04842
Gerakladium285	K23330
Gerakladium23852	K00706
Gerakladium132497	K12132
Gerakladium128	K07514
Gerakladium9345	K03260
Gerakladium2583	K05658
Gerakladium191906	K06131
Gerakladium126863	K08341
Gerakladium115583	K14944
Gerakladium75888	K03386
Gerakladium98231	K17506
Gerakladium20593	K03327
Gerakladium61827	K04421
Gerakladium18475	K10563
Gerakladium475	K02929
Gerakladium25386	K02917
Gerakladium12938	K02357
Gerakladium113306	K08580
Gerakladium76946	K22390
Gerakladium37796	K04955
Gerakladium21444	K24764
Gerakladium112774	K14997
Gerakladium66666	K20606
Gerakladium148780	K04507
Gerakladium63827	K00306
Gerakladium1713	K02918
Gerakladium172719	K13216
Gerakladium114505	K09512
Gerakladium109699	K06180
Gerakladium134012	K11156
Gerakladium205107	K17907
Gerakladium2924	K00671
Gerakladium172496	K02183
Gerakladium1008	K17943
Gerakladium148628	K03500
Gerakladium3396	K02149
Gerakladium27064	K03929
Gerakladium5608	K01599
Gerakladium71004	K01188
Gerakladium89993	K10590
Gerakladium1378	K22745
Gerakladium37683	K04515
Gerakladium55752	K15258
Gerakladium470	K02998
Gerakladium153952	K00889
Gerakladium3088	K03233
Gerakladium2950	K09602
Gerakladium50255	K01007
Gerakladium186979	K18482
Gerakladium70392	K11426
Gerakladium50591	K09510
Gerakladium130772	K10380
Gerakladium16880	K08869
Gerakladium173761	K10380
Gerakladium56995	K08582
Gerakladium112369	K08762
Gerakladium4635	K08578
Gerakladium7959	K05849
Gerakladium17898	K24205
Gerakladium28571	K00274
Gerakladium3888	K01310
Gerakladium65869	K01892
Gerakladium18337	K05011
Gerakladium65272	K03777
Gerakladium56782	K04856
Gerakladium111324	K01493
Gerakladium14701	K22128
Gerakladium209988	K04461
Gerakladium212164	K06207
Gerakladium205474	K08286
Gerakladium24793	K04857
Gerakladium116482	K01198
Gerakladium153533	K07944
Gerakladium28068	K23994
Gerakladium217452	K09705
Gerakladium1739	K02947
Gerakladium134608	K03417
Gerakladium444	K01135
Gerakladium7477	K02889
Gerakladium17723	K00228
Gerakladium112579	K01188
Gerakladium2111	K12822
Gerakladium167353	K12460
Gerakladium15827	K18710
Gerakladium11034	K19199
Gerakladium5895	K18408
Gerakladium21217	K10563
Gerakladium89879	K07783
Gerakladium169273	K14638
Gerakladium344	K02641
Gerakladium163446	K01176
Gerakladium188994	K19626
Gerakladium5635	K19348
Gerakladium131706	K06002
Gerakladium157085	K21440
Gerakladium29826	K03043
Gerakladium45153	K05000
Gerakladium20750	K24469
Gerakladium49849	K08582
Gerakladium40031	K14396
Gerakladium10345	K15259
Gerakladium55171	K18561
Gerakladium59894	K06630
Gerakladium114003	K14050
Gerakladium192742	K10615
Gerakladium186334	K08832
Gerakladium176455	K17267
Gerakladium120100	K24936
Gerakladium20007	K12581
Gerakladium70618	K23490
Gerakladium134007	K10477
Gerakladium132517	K01358
Gerakladium154544	K04842
Gerakladium115540	K03686
Gerakladium158431	K11717
Gerakladium220859	K00573
Gerakladium10767	K24683
Gerakladium10015	K14018
Gerakladium168617	K03237
Gerakladium136063	K10405
Gerakladium56622	K04460
Gerakladium43196	K05863
Gerakladium15168	K10615
Gerakladium20372	K10594
Gerakladium139022	K04421
Gerakladium152238	K03675
Gerakladium7483	K07376
Gerakladium111772	K22761
Gerakladium28039	K08516
Gerakladium112276	K19684
Gerakladium111384	K03046
Gerakladium185751	K19756
Gerakladium151259	K07126
Gerakladium21914	K01783
Gerakladium117059	K00550
Gerakladium56345	K02636
Gerakladium28069	K05540
Gerakladium150386	K02183
Gerakladium81753	K22614
Gerakladium7285	K02210
Gerakladium187100	K00600
Gerakladium42889	K22809
Gerakladium49941	K17285
Gerakladium188916	K08272
Gerakladium31419	K18442
Gerakladium112082	K24971
Gerakladium132264	K06058
Gerakladium1194	K03260
Gerakladium135202	K01184
Gerakladium148873	K11481
Gerakladium189378	K20715
Gerakladium6924	K14407
Gerakladium186733	K20166
Gerakladium214795	K21915
Gerakladium7076	K13412
Gerakladium132597	K14003
Gerakladium212592	K03320
Gerakladium121391	K00058
Gerakladium167292	K01769
Gerakladium2449	K01092
Gerakladium21878	K01180
Gerakladium160022	K01586
Gerakladium131711	K01768
Gerakladium54879	K08495
Gerakladium2162	K12823
Gerakladium112086	K10841
Gerakladium20005	K11000
Gerakladium51139	K02183
Gerakladium185488	K03417
Gerakladium155940	K07198
Gerakladium117006	K13984
Gerakladium167084	K11267
Gerakladium206145	K06627
Gerakladium192847	K09562
Gerakladium173965	K22809
Gerakladium70898	K00020
Gerakladium47794	K17710
Gerakladium116535	K17943
Gerakladium204886	K01076
Gerakladium31460	K11187
Gerakladium47683	K17822
Gerakladium10320	K01214
Gerakladium87987	K25166
Gerakladium37208	K00101
Gerakladium751	K13861
Gerakladium19896	K10768
Gerakladium134383	K11592
Gerakladium264	K01176
Gerakladium148981	K04459
Gerakladium209741	K15445
Gerakladium148711	K14820
Gerakladium138494	K03038
Gerakladium21006	K04461
Gerakladium116086	K13208
Gerakladium210894	K15889
Gerakladium210924	K07436
Gerakladium644	K13037
Gerakladium175605	K04774
Gerakladium2482	K10746
Gerakladium58585	K00380
Gerakladium5897	K06496
Gerakladium187728	K02437
Gerakladium48975	K24175
Gerakladium43732	K00927
Gerakladium33327	K00941
Gerakladium25066	K03231
Gerakladium208241	K24553
Gerakladium111416	K12573
Gerakladium26869	K05841
Gerakladium42067	K13289
Gerakladium211071	K01379
Gerakladium51254	K00234
Gerakladium1345	K02693
Gerakladium111398	K09488
Gerakladium117953	K13208
Gerakladium167399	K16743
Gerakladium97385	K02937
Gerakladium111791	K23564
Gerakladium157599	K13576
Gerakladium130855	K01076
Gerakladium49882	K18059
Gerakladium12460	K08582
Gerakladium191035	K03767
Gerakladium12325	K08776
Gerakladium167510	K24997
Gerakladium31954	K08244
Gerakladium11832	K08869
Gerakladium71867	K10960
Gerakladium187697	K22763
Gerakladium70715	K00898
Gerakladium59802	K13750
Gerakladium3686	K04460
Gerakladium37558	K13291
Gerakladium207716	K10408
Gerakladium3276	K23490
Gerakladium40117	K15013
Gerakladium62164	K15111
Gerakladium20998	K02575
Gerakladium66210	K04461
Gerakladium32190	K15377
Gerakladium206323	K08994
Gerakladium193538	K08672
Gerakladium195292	K00799
Gerakladium6694	K16290
Gerakladium176506	K02030
Gerakladium114604	K03362
Gerakladium152327	K06994
Gerakladium11777	K18213
Gerakladium189742	K10410
Gerakladium190927	K01480
Gerakladium14526	K10380
Gerakladium114076	K00488
Gerakladium113899	K04739
Gerakladium2608	K08582
Gerakladium3289	K10380
Gerakladium170102	K06180
Gerakladium39201	K01076
Gerakladium16709	K15630
Gerakladium168393	K01673
Gerakladium193218	K15865
Gerakladium8032	K10398
Gerakladium13860	K10394
Gerakladium171330	K04739
Gerakladium153661	K20028
Gerakladium133627	K01507
Gerakladium88891	K04957
